,Unnamed: 0,ssyk_2012_kod,url,code,title,description,english
176,177,3112,https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=3112,3112,Ingenjörer och tekniker inom bygg och anläggning,"Utför tekniskt arbete i samband med konstruktion, nybyggnation, underhåll och reparation av byggnader och anläggningar. Utför mätnings-, konstruktions- och beräkningsarbete samt upprättar arbets- och detaljritningar. Deltar i kontroll och slutgranskning av bygg- och anläggningsprojekt. Utvecklar drift- och underhållsverksamheten för att optimera fastigheters tekniska system.","['Performs technical work related to the construction, reconstruction, maintenance and repair of buildings and facilities, performs measuring, construction and computing work, performs operational and detailed engineering, participates in the control and oversight of construction and facility projects, develops the logistics and maintenance industry to optimize the technical systems of real estate.']"
177,178,3113,https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=3113,3113,Ingenjörer och tekniker inom elektroteknik,"Utför tekniskt arbete i samband med konstruktion, tillverkning, montering, drift, underhåll och reparation av elektroteknisk utrustning och system. Utför konstruktions-, ritnings- och beräkningsarbete. Organiserar, leder och samordnar det praktiska arbetet vid tillverkning av elektrotekniska produkter. Provar och kontrollerar elektrotekniska produkter och anläggningar.","['Performs the technical work related to the construction, manufacture, construction, operation, maintenance and repair of electronics equipment and systems; performs the construction, design and computing work; organizes, directs and coordinates the practical work related to the manufacture of electronics products; inspects and controls electronics products and facilities.']"
178,179,3114,https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=3114,3114,Ingenjörer och tekniker inom maskinteknik,"Utför tekniskt arbete i samband med konstruktion, tillverkning, montering, underhåll och reparation av fordon, maskiner och annan mekanisk utrustning samt värme-, vatten-, sanitets-, venti­lations- och kylsystem. Utför konstruktions-, ritnings- och beräkningsarbete. Organiserar, leder och samordnar det praktiska arbetet vid tillverkning av fordon, maskiner m.m. Provar och kontrollerar maskiner och andra mekaniska produkter.","['Performs technical work related to the construction, manufacture, construction, maintenance and repair of vehicles, machinery and other mechanical equipment, as well as heating, water, sanitation, ventilation and refrigeration systems; performs construction, drawing and computing work; organizes, directs and coordinates the practical work related to the manufacture of vehicles, machines, etc.; inspects and controls machines and other mechanical products.']"
179,180,3115,https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=3115,3115,Ingenjörer och tekniker inom kemi och kemiteknik,"Utför tekniskt arbete i samband med kemiteknisk produktion. Organiserar, leder och samordnar det praktiska arbetet vid tillverkning av petroleumprodukter, kemikalier, kemiska och kemitekniska produkter, läkemedel, syntetiska material eller livsmedel. Utför kvalitets- och produktionskontroller av kemiska och kemitekniska produkter under produktionsprocessen.","['Performs technical work related to technological production; organizes, directs and coordinates the practical work of manufacturing petroleum products, chemicals, chemical and technological products, drugs, synthetic materials or food; and performs quality and production controls of chemical and technological products during the production process.']"
180,181,3116,https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=3116,3116,Ingenjörer och tekniker inom gruvteknik och metallurgi,"Utför tekniskt arbete vid utvinning av metaller, olja och gas eller vid framställning av metaller, legeringar och metallurgiska produkter samt vid underhåll och reparation av gruvinstallationer. Utför kvalitets- och produktkontroller i samband med stål- och metallframställning m.m.","['It performs technical work in the extraction of metals, oil and gas, or in the production of metals, alloys and metallurgical products, as well as in the maintenance and repair of mining installations, and performs quality and product controls in connection with steel and metal manufacturing, etc.']"
181,182,3117,https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=3117,3117,GIS- och kartingenjörer,Utför karttekniskt arbete. Utför utredningar och beräkningar samt sammanställer och analyserar mätdata. Framställer kartor av olika slag.,['Performs mapping work; conducts investigations and calculations; and compiles and analyzes measurements; and produces maps of different types.']
182,183,3119,https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=3119,3119,Övriga ingenjörer och tekniker,"Utför annat tekniskt arbete än inom 3111<U+0096>3117. Exempel på arbetsuppgifter: Samordnar tillverkning av metall-, glas-, keramik-, pappers-, läder-, textil- och träprodukter. Utför konstruktions-, ritnings- och beräkningsarbete. Gör kvalitets- och produktkontroller.","['Do other technical work than 3117. Example of work assignments: Manufacture of metals, glass, ceramics, paper, leather, textile and wood products. Do construction work, drawing and computing. Do quality control and product inspection.']"
183,184,3121,https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=3121,3121,"Arbetsledare inom bygg, anläggning och gruva","Leder och fördelar arbete på byggarbetsplats, anläggning eller gruva. Bevakar att maskiner och material finns på plats och samordnar arbete med underentreprenörer. Har ansvar för att arbetet utförs enligt gällande ritningar och anvisningar och för att säkerhetsföreskrifter följs. Har visst personalansvar.","['Lead and facilitate work in a construction site, in a plant or in a mine, verify that machines and materials are in place and coordinate work with subcontractors, be responsible for ensuring that the work is done in accordance with existing design and instructions and for ensuring that safety regulations are followed, and be responsible for personnel.']"
184,185,3122,https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=3122,3122,Arbetsledare inom tillverkning,"Samordnar, leder och följer upp arbete vid tillverkningsprocesser.","['It coordinates, leads and tracks manufacturing processes.']"
185,186,3151,https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=3151,3151,Maskinbefäl,"Ansvarar för drift och underhåll av maskinell, elektrisk och elektronisk utrustning ombord på fartyg.","['Applications for the operation and maintenance of mechanical, electrical and electronic equipment on board ships.']"
186,187,3152,https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=3152,3152,Fartygsbefäl m.fl.,Navigerar och styr fartyg. Leder arbete på däck och kommandobrygga samt ansvarar för att säkerhetsföreskrifter följs ombord.,"['Navigates and controls ships, wears work on board and command bridges, and is responsible for ensuring that safety regulations are followed on board.']"
187,188,3153,https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=3153,3153,Piloter m.fl.,"Navigerar och styr flygplan, helikoptrar och andra luftfartyg. Ansvarar för flygning, passagerare och last. Övervakar styr- och navigeringssystem.","['Navigates and controls airplanes, helicopters and other aircraft; flight assessments, passengers and cargo; supervises navigation systems.']"
188,189,3154,https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=3154,3154,Flygledare,"Övervakar och leder flygtrafik på start- och landningsbanor samt i luften. Ger instruktioner om startpunkt, färdväg, flyghöjd m.m.","['It monitors and directs air traffic on the runway and on the ground, giving directions about where to take off, how to get there, altitude.']"
189,190,3155,https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=3155,3155,Flygtekniker,"Ansvarar för och leder service- och underhållsarbete på flygplan och helikoptrar. Gör felsök­ning, inspektioner och funktionskontroller.","['Administers and oversees maintenance and servicing of airplanes and helicopters, performs search and rescue, inspection and operational checks.']"
190,191,3211,https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=3211,3211,"Tekniker, bilddiagnostik och medicinteknisk utrustning","Installerar, kontrollerar, övervakar och utför service på medicinteknisk utrustning som används vid diagnosticering eller behandling av olika sjukdomar. Sköter och övervakar t.ex. hjärtlungmaskiner.","['Installs, controls, monitors and performs services on medical technology equipment used to diagnose or treat various diseases, such as heart valve machines and monitoring.']"
191,192,3212,https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=3212,3212,Biomedicinska analytiker m.fl.,"Utför kliniska analyser vid sjukhus, läkemedelsindustrin eller laboratorium. Gör kemiska och biokemiska analyser samt tar prover. Hanterar teknisk apparatur och annan utrustning för provtagning och analys. Tar fram underlag som läkare behöver för att fastställa rätt diagnos. Deltar i forskning och utvecklingsarbete. Genomför analyser och dokumenterar bevis vid brotts­utredningar.","['Performs clinical analyses in hospitals, in the pharmaceutical industry or in laboratories, performs chemical and biochemical analyses and sample collection, procures equipment and supplies for testing and analysis, produces inputs that physicians need to make the right diagnosis, participates in R&amp;D work, analyzes and documents evidence in criminal investigations.']"
192,193,3213,https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=3213,3213,Receptarier,"Bereder, expedierar, marknadsför och kvalitetskontrollerar läkemedel inom exempelvis apotek, läkemedelsindustri och sjukhus. Ger råd om läkemedel och hälsa.","['It prepares, ships, markets and quality controls drugs in pharmacies, for example, the pharmaceutical industry and hospitals, and advises on drugs and healthcare.']"
193,194,3214,https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=3214,3214,Tandtekniker och ortopedingenjörer m.fl.,"Tillverkar tandställning, tandprotes och annan tandersättning. Analyserar behov och önskemål samt utformar och tillverkar ortoped- och hörseltekniska hjälpmedel m.m.","['It uses dental restoration, dental prosthetics and other dental restorations, and it analyzes needs and desires, and it designs and manufactures orthopedic and hearing technology products, etc.']"
194,195,3215,https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=3215,3215,Laboratorieingenjörer,"Utför experiment, analys- och kontrollarbete vid kemisk och fysikaliskt industri- eller forskningslaboratorium. Kontrollerar, testar och analyserar råvaror och produkter. Assisterar vid utformning och utförande av experiment.","['Performs experimentation, analysis and control work in chemical and physical industry laboratories or research laboratories, inspects, tests and analyzes raw materials and products, assists in the design and execution of experiments.']"
195,196,3230,https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=3230,3230,Terapeuter inom alternativmedicin,"Behandlar obalanser, spänningar och blockeringar i kroppen.","['It treats imbalances, tensions and blockages in the body.']"
196,197,3240,https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=3240,3240,Djursjukskötare m.fl.,"Vårdar och sköter sjuka djur på djursjukhus, djurklinik m.m. Assisterar veterinär vid undersökningar och operationer. Tar prover och röntgenbilder. Informerar och ger råd samt utför enklare behandlingar.","['She manages and looks after sick animals at veterinary hospitals, at animal clinics, etc., helps vets with exams and surgeries, samples and X-rays, provides advice and simpler treatments.']"
197,198,3250,https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=3250,3250,Tandhygienister,"Behandlar patienter och ger information om förebyggande åtgärder om tandhälsa. Under­söker munhåla samt tar saliv- och bakterieprov. Gör tester, kostutredningar, tar röntgenbilder och utför tandlossningsbehandlingar. Assisterar vid tandreglering. Ger smärtlindring, tar bort tandsten och andra beläggningar på tänderna.","['It treats patients, informs them about preventive health measures, examines the gums, tests for saliva and bacteria, does tests, nutritional investigations, X-rays, flosses teeth, helps regulate teeth, provides pain management, removes dental plaque and other coatings on the teeth.']"
198,199,3311,https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=3311,3311,Mäklare inom finans,"Köper och säljer för kunders räkning valuta, aktier, optioner, obligationer, stadsskuldväxlar och andra värdepapper.","[""Buys and sells at the customer's expense currency, stocks, options, bonds, city bonds and other securities.""]"
199,200,3312,https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=3312,3312,Banktjänstemän,"Leder, planerar och samordnar verksamhet vid bankkontor eller bankavdelning. Gör kredit- och riskbedömningar vid exempelvis långivning. Svarar för ekonomisk rådgivning till företag och privatpersoner. Upprättar deklarationer, testamenten och andra ekonomiska handlingar.","['Leather, plan and coordinate operations at bank branches or banking departments, make credit and risk assessments for borrowing, for example, provide economic advice to businesses and individuals, make declarations, make wills and other economic transactions.']"
200,201,3313,https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=3313,3313,Redovisningsekonomer,"Sammanställer, rapporterar, utvärderar och redovisar företags eller myndigheters ekonomiska resultat. Sammanställer budgetunderlag. Bistår revisor med att granska företags och myndigheters redovisning och förvaltning.","['They hire accountants, they report, they evaluate, they audit the financial performance of companies or governments, they hire budget managers, they hire auditors to look at the performance of companies or governments.']"
201,202,3314,https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=3314,3314,Skadereglerare och värderare,"Leder, planerar och samordnar behandling av försäkringsärenden. Besiktigar och värderar försäkringsskador samt utreder skadeersättning. Uppskattar förluster som täcks av försäkringsavtal. Värderar egendom och tillhörigheter i samband med försäljning, försäkringsärende m.m.","['Leathering, planning and coordinating the treatment of insurance policyholders, managing and valuing insurance losses and damages, valuing insurance contract losses, bartering property and attachments related to sales, insurance companies, etc.']"
202,203,3321,https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=3321,3321,Försäkringssäljare och försäkringsrådgivare,Marknadsför och säljer försäkringar samt analyserar och ger råd om försäkringsbehov. Utreder risker för att kunna kontrollera och fastställa premier och försäkringsvillkor. Köper och säljer delar av försäkringar till andra för­säkringsbolag.,"['He markets and sells insurance, analyzes and advises on insurance needs, investigates risks to be able to control and determine premiums and insurance conditions, buys and sells parts of insurance to other insurance companies.']"
203,204,3322,https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=3322,3322,Företagssäljare,"Säljer produkter och tjänster till exempelvis åter­försäljare, grossister och företag genom upp­sökande verksamhet eller från kontor. Ansvarar för produkt eller distrikt. Informerar om produkter och tjänster, utarbetar kundspecifika lösningar samt tar emot beställningar. Sköter kundregister och tar fram försäljningsstatistik.","['Separates products and services, for example, from resellers, wholesalers and businesses through a search engine or from offices, searches for a product or a district, reports on products and services, develops customer-specific solutions and recruits, creates customer registers and generates sales statistics.']"
204,205,3323,https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=3323,3323,Inköpare och upphandlare,"Köper in varor och tjänster. Planerar och utreder inköpsbehov och tar in anbud och offerter. Upprätthåller och söker nya kontakter med leverantör. Gör sammanställningar och kalkyler, förhandlar om pris och leveransvillkor samt fattar beslut och skriver kontrakt och sluter avtal.","['He buys goods and services, he plans and deals with procurement needs, he accepts bids and offers, he maintains and seeks out new contacts with suppliers, he does liaison and development, he negotiates pricing and delivery conditions, and he makes decisions and signs contracts and concludes contracts.']"
205,206,3324,https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=3324,3324,Ordersamordnare m.fl.,"Samordnar och bevakar order och leveranser genom kontakter med leverantörer, kunder, interna avdelningar, transportföretag, speditörer m.fl.","['It coordinates and oversees orders and deliveries through contacts with suppliers, customers, internal departments, transportation companies, suppliers, etc.']"
206,207,3331,https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=3331,3331,Speditörer och transportmäklare,"Organiserar för kunders räkning godstransporter och förhandlar om fraktavtal. Upprättar handlingar samt tecknar försäkringar. Beräknar utförselavgifter, tull- och införselavgifter, skatter m.m. Förmedlar lastutrymme i fartyg och andra transportmedel. Utreder reklamations- och skadeärenden.","['Organizes customer accounting for freight, negotiates contracts for freight, performs handling and insurance, calculates customs and customs duties, taxes, etc., communicates cargo and other transportation, investigates claims and damages.']"
207,208,3332,https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=3332,3332,Evenemangs- och reseproducenter m.fl.,"Producerar och organiserar turist-, affärs-, grupp- och konferensresor. Arrangerar och samordnar konferenser, evenemang, tillställningar, fester och seminarier. Undersöker resmål. Förhandlar om pris och andra villkor samt skriver avtal. Sammanställer resekataloger, tidtabeller och broschyrer.","['Produces and organizes tourist, business, group and conference trips, organizes and coordinates conferences, events, functions, festivals, seminars, examines objectives, negotiates pricing and other terms and conditions, signs contracts, puts together travel directories, timetables and brochures.']"
208,209,3333,https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=3333,3333,Arbetsförmedlare,Matchar lediga platser mot arbetssökande. Fångar upp arbetsmarknadens rekryteringsbehov. Ger råd och stöd till arbetsgivare hur de rekryterar personal och till arbetssökande hur de får arbete.,"['Match job vacancies to job seekers, match job market recruitment needs, advise and support employers on how to recruit staff and job seekers on how to find a job.']"
209,210,3334,https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=3334,3334,Fastighetsmäklare,"Förmedlar köp, försäljning eller uthyrning av hus, bostadsrätter, industribyggnader m.m. Marknadsför och visar objekt.","['It communicates the buying, selling or renting of houses, hospitals, industrial buildings, etc., for sale and display.']"
210,211,3335,https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=3335,3335,Fastighetsförvaltare,"Förvaltar fastigheter, svarar för uthyrning och besiktning samt skriver underhållsplaner. Förhandlar om hyror samt ansvarar för ekonomiska kalkyler och upprättar kontrakt. Tar in och granskar offerter.","['Selects real estate, responds to leases and surveys, writes maintenance plans, negotiates leases and accounts for financial statements, contracts, accepts bids and reviews bids.']"
211,212,3339,https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=3339,3339,Övriga förmedlare,"Utför annat förmedlingsarbete än inom 3331<U+0096>3335. Exempel på arbetsuppgifter: Säljer varor eller fast egendom på auktion. Bokar engagemang och förhandlar kontrakt m.m. för artister, musiker, författare, idrottsutövare m.fl. Säljer annonser i media. Ger råd om butiksekonomi och marknadsföring.","['Other than 3331, do communicative work. Example of work: Sell goods or fixed assets for auction, buy engagements and negotiate contracts for artists, musicians, writers, sportspeople, etc. Sell media ads, give advice on retail economics and marketing.']"
212,213,3341,https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=3341,3341,Gruppledare för kontorspersonal,"Samordnar, leder, planerar och fördelar arbetet inom kontor och kundservice. Utbildar och instruerar personal.","['It coordinates, leads, plans and distributes work in offices and client services, trains and educates staff.']"
213,214,3342,https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=3342,3342,Domstols- och juristsekreterare m.fl.,"Utför assisterande juridiskt arbete. Förbereder, granskar och bearbetar juridiska handlingar. Kallar parter till förhandlingar. Skickar förelägganden. Protokollför rättegångar och förhandlingar. Upprättar förteckningar över dödsbons tillgångar och skulder samt bistår vid arvskifte.","['Performs advisory legal work: prepares, examines and processes legal proceedings; summons parties to proceedings; sends submissions; records court proceedings and proceedings; prepares death row assets and liabilities; and assists in the process of inheritance.']"
214,215,3343,https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=3343,3343,Chefssekreterare och VD- assistenter m.fl.,"Bevakar, förbereder, samordnar och följer upp ärenden och beslut som stöd till chefer, ledningsgrupp och koncernledning m.fl. Förbereder rapporter. Medverkar vid utredningsarbete. Förbereder och arrangerar styrelsemöten, konferenser och liknande. Upprättar protokoll, gör sammanfattningar och översättningar.","['Supervises, prepares, coordinates and follows up on cases and decisions in support of CEOs, senior management and corporate governance, etc., prepares reports, engages in investigation work, prepares and organizes board meetings, conferences and the like, holds protocols, holds meetings and does translations.']"
215,216,3351,https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=3351,3351,Tull- och kustbevakningstjänstemän,"Övervakar person- och godstrafik vid rikets gränser och kontrollerar att tullbestämmelser efterlevs. Bevakar att tull, mervärdesskatt och andra avgifter betalas vid import. Övervakar sjötrafik samt säkerheten och miljöskyddet till sjöss. Kontrollerar att fiskeregler följs.","['It monitors passenger and freight traffic at the borders of the country, and it monitors compliance with customs regulations; it monitors the duty, value added tax and other fees levied on imports; it monitors maritime traffic and maritime safety and environmental protection; it monitors compliance with fisheries regulations.']"
216,217,3352,https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=3352,3352,Skattehandläggare,"Granskar deklarationer, köpebrev och andra dokument för att bestämma skatter m.m. Kontrollerar inbetalningar av bl.a. mervärdesskatt och arbetsgivaravgifter.","['They scrutinize declarations, letters of purchase and other documents for tax purposes, check payments for things like value added tax and labor taxes.']"
217,218,3353,https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=3353,3353,Socialförsäkringshandläggare,"Handlägger, utreder och informerar samt fattar beslut om olika socialförsäkringar.","['It monitors, investigates, reports and makes policy decisions on various social insurance policies.']"
218,219,3354,https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=3354,3354,Säkerhetsinspektörer m.fl.,"Kontrollerar att produkter och verksamhet uppfyller kvalitets- och säkerhetskrav. Analyserar risker i produktion. Besiktigar fordon, fartyg och luftfartyg. Svarar för tillsyn av trafik- och flygskolor. Utfärdar föreskrifter och certifikat. Verkar för att farligt gods transporteras på ett säkert sätt.","['Controls whether products and activities comply with quality and safety requirements, analyzes production risks, inspects vehicles, ships and aircraft, inspects traffic and flight schools, issues regulations and certificates, ensures that dangerous goods are transported safely.']"
219,220,3355,https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=3355,3355,Brandingenjörer och byggnadsinspektörer m.fl.,"Inspekterar och besiktigar byggnader, anlägg­ningar m.m. Inspekterar brandskyddssystem. Informerar och ger råd vid ny- och ombyggnationer. Gör olycksutredningar och arbetar i operativ räddningstjänst i samband med räddningsinsatser.","['It inspects and supervises buildings, infrastructure, etc. It inspects fire protection systems, it advises and advises on rebuilding and refurbishment, it conducts accident investigations, it works in the field of operational rescue services in connection with rescue efforts.']"
220,221,3359,https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=3359,3359,Övriga handläggare,"Utför annat handläggningsarbete än inom 3351<U+0096>3355. Exempel på arbetsuppgifter: Utfärdar föreskrifter, certifikat och tillstånd. Handlägger och förbereder ärenden, utreder och fattar beslut.","['Do manual work other than in 3351. Example of work assignments: Issuing prescriptions, certificates and permissions, handling and preparing cases, investigating and making decisions.']"
221,222,3360,https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=3360,3360,Poliser,Upprätthåller ordningen på allmän plats. Ingriper vid lagöverträdelser samt utreder brott. Etablerar kontakter och inhämtar information från olika källor för att förebygga brott. Övervakar och dirigerar trafik.,['Maintains public order; intervenes in violations of law and conducts crime investigations; establishes contacts and gathers information from various sources to prevent crime; monitors and directs traffic;']
222,223,3411,https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=3411,3411,Behandlingsassistenter och socialpedagoger m.fl.,"Behandlar och rehabiliterar klienter och patienter inom psykiatrisk vård, missbruksvård och kriminalvård. Arbetar med insatser till stöd för flyktingar.","['He treats and rehabilitates clients and patients in psychiatric care, substance abuse and criminal care, and he works in refugee assistance.']"
223,224,3412,https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=3412,3412,Pastorer m.fl.,"Leder och planerar arbetet i frikyrkoförsamling. Leder gudstjänst och håller möten. Förrättar dop, vigslar och begravningar. Uttolkar bibliska skrifter och undervisar i trosfrågor. Utövar själavård.","['Leathers, arranges church work, conducts services, holds meetings, delivers dooms and weddings and funerals, translates biblical texts and teaches religious questions, carries out spiritual healing.']"
224,225,3421,https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=3421,3421,Professionella idrottsutövare,"Tränar och tävlar inom olika idrottsgrenar och idrottsevenemang, som medlemmar i lag eller individuellt.","['They train and compete in different sports teams and athletic conventions, as members of teams or as individuals.']"
225,226,3422,https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=3422,3422,Idrottstränare och instruktörer m.fl.,"Tränar och instruerar professionella idrottsutövare, amatörer och motionärer. Arrangerar, leder eller övervakar tävlingar och olika idrottsevenemang. Sätter poäng, kontrollerar utrustning och tävlingsplatser m.m.","['Trains and trains professional athletes, amateurs and athletes, organizes, directs or oversees competitions and various sporting events, scores, checks equipment and venues, etc.']"
226,227,3423,https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=3423,3423,Fritidsledare m.fl.,"Planerar, organiserar och leder fritidsverksamhet för barn, ungdomar och äldre på fritidsgårdar, föreningar, organisationer, företag, inom äldre­omsorg eller församlingar.","['Plans, organizes and directs recreational activities for children, adolescents and the elderly in recreational farms, societies, organizations, businesses, elderly organizations or congregations.']"
227,228,3424,https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=3424,3424,Friskvårdskonsulenter och hälsopedagoger m.fl.,"Planerar, leder och organiserar friskvårdsinsatser. Utreder behovet av friskvård samt utformar policy och planer för hälsofrämjande insatser i företag och organisationer.","['Plans, directs and organizes health care interventions, investigates health care needs, and formulates policies and plans for health-promoting interventions in companies and organizations.']"
228,229,3431,https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=3431,3431,Fotografer,"Tar stillbilder och rörliga bilder för kommersiella, konstnärliga, industriella och vetenskapliga ändamål. Bearbetar bildkomposition. Sammanställer och redigerar inspelat material till färdigt program eller film.","['Takes still images and moving images for commercial, artistic, industrial and scientific purposes, processes image composition, assembles and edits inputs into finished programs or movies.']"
229,230,3432,https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=3432,3432,"Inredare, dekoratörer och scenografer m.fl.","Inreder, väljer möbler och dekorerar t.ex. affärer, kaféer, restauranger, kontor och hem. Ställer i ordning scendekorer, skyltfönster m.m.","['And inside, it selects furniture and decorates things like shops, cafes, restaurants, offices and homes, and also seating sets, stage fences, signposts, etc.']"
230,231,3433,https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=3433,3433,Inspicienter och scriptor m.fl.,"Ansvarar för de praktiska detaljerna i arbetet med att sätta upp en teaterföreställning eller vid en inspelning. Ser till att personer och föremål finns på rätt plats vid rätt tidpunkt. Läser manus, antecknar önskemål om ljus, effekter, musik m.m. Handlägger licens- och royaltyfrågor.","['Resolves all the practical details of how to set up a theater performance or a recording, how to make sure that people and objects are in the right place at the right time, reads the script, anticipates requests for light, effects, music, etc., handles licensing and royalty issues.']"
231,232,3439,https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=3439,3439,Övriga yrken inom kultur och underhållning,"Utför övrigt arbete inom kultur och underhållning än inom 3431<U+0096>3433. Exempel på arbetsuppgifter: Framför cirkuskonster och illusionsnummer. Jonglerar, imiterar m.m. Agerar i farliga sekvenser på film. Presenterar program i radio och TV.","['Otherwise, work in culture and entertainment than in 3431. Examples of work assignments: In front of circus shows and illusion numbers. Actors, imitators, etc. Acts in dangerous sequences in movies. Presents programs on radio and television.']"
232,233,3441,https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=3441,3441,Trafiklärare,"Genomför teoretisk och praktisk körkortsutbildning för motorfordon. Lär ut trafikregler, körteknik och trafiksäkerhet.","['Through theoretical and practical driving license training for motor vehicles, teaching them traffic rules, driving techniques and road safety.']"
233,234,3449,https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=3449,3449,Övriga utbildare och instruktörer,"Leder studiecirklar och kurser utanför det reguljära utbildningsväsendet. Exempel på arbetsuppgifter: Lär ut språk, datakunskap, dans, musik, slöjd och hantverkstekniker. Undervisar på utbildningsföretag i datakunskap, ledarskap m.m. Organiserar bl.a. fortbildning av anställda inom företag.","['Leaving out academic cycles and courses from the regular curriculum, for example, working assignments: teaching languages, computer science, dance, music, jewelry and crafts, teaching data companies, leadership, etc., including organization of employee development in companies.']"
234,235,3451,https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=3451,3451,Köksmästare och souschefer,Ansvarar för och leder dagligt arbete i köket i en restaurang eller på ett fartyg. Skapar rätter samt planerar matsedel och menyer.,"['Approaches and directs daily work in the kitchen in a restaurant or on a ship, creating credits and planning dishes and menus.']"
235,236,3452,https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=3452,3452,Storhushållsföreståndare,"Ansvarar för och leder dagligt arbete i köket på ett internat eller inom storhushåll, exempelvis på en sjukhusrestaurang eller i en skolmatsal. Planerar matsedlar samt köper in varor.","['She coordinates and leads day-to-day work in the kitchen of an orphanage or a large-scale facility, for example, in a hospital dining hall or in a school feeding hall, planning meals and purchasing goods.']"
236,237,3511,https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=3511,3511,"Drifttekniker, IT","Sköter daglig drift av informations- och kommunikationssystem, kringutrustning, maskinvara, programvara och annan datorutrustning för att identifiera och förebygga fel och driftstörningar.","['The day-to-day operations of information and communication systems, around equipment, hardware, software and other computer equipment, to identify and prevent errors and traffic jams.']"
237,238,3513,https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=3513,3513,Systemadministratörer,"Administrerar system, databaser och lokala nätverk och ger service till användare. Installerar och konfigurerar nya applikationer och distribuerar programuppdateringar till användare.","['Administers systems, databases and local networks, provides services to users, installs and configures new applications, and distributes software updates to users.']"
238,239,3514,https://www.h5.scb.se/yreg/SSYKBeskr2012.asp?id=3514,3514,Nätverks- och systemtekniker m.fl.,"Installerar och konfigurerar kommunikationsutrustning samt ansvarar för underhåll av denna utrustning, t.ex. brandväggar, routrar, switchar etc.","['Installs and configures communications equipment and is responsible for maintaining that equipment, such as firewalls, routers, switches, etc.']"
